NAME,ADDRESS,CITY,STATE,ZIP,TYPE,LATITUDE,LONGITUDE,WEBSITE,TTL_STAFF,BEDS,TRAUMA,HELIPAD,IP Address,No of Access Points connected,Patients,Suggestive_Factor,Recommended
ST. AGNES MEDICAL CENTER,1303 EAST HERNDON AVENUE,FRESNO,CA,93720,GENERAL ACUTE CARE,36.8350874830001,-119.765762853,http://www.samc.com,108,436,0.7876470392758240,0,240.230.8.164,184,164,1.2691953221364200,Yes
KAISER FND HOSP - RICHMOND CAMPUS,901 NEVIN,RICHMOND,CA,94804,GENERAL ACUTE CARE,37.937184664,-122.361378438,http://www.kaiserpermanente.org,91,50,0.916453273205027,0,198.39.74.180,194,174,0.533368663290319,No
KAISER FND HOSP - WALNUT CREEK,1425 SOUTH MAIN STREET,WALNUT CREEK,CA,94596,GENERAL ACUTE CARE,37.891346362,-122.058839307,http://www.kaiserpermanente.org,143,233,0.4847722220004290,0,111.134.104.152,70,50,6.906186111000210,Yes
KAISER FOUND HSP-ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,GENERAL ACUTE CARE,37.950991125,-121.775138218,http://www.kaiserpermanente.org,46,150,0.9098186116643130,1,178.90.242.170,155,135,1.1442097173547900,Yes
BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET,420 - 34TH STREET,BAKERSFIELD,CA,93301,GENERAL ACUTE CARE,35.3913423340001,-119.006873306,http://www.bakersfieldmemorial.org,105,426,0.9253669629089710,0,206.98.178.71,51,31,23.735316155752100,Yes
RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD.,RIDGECREST,CA,93555,GENERAL ACUTE CARE,35.640672023,-117.671250966,http://www.rrh.org,58,98,0.5994414067437000,1,53.213.253.252,97,77,1.2790595463470600,Yes
MERCY GENERAL HOSPITAL,4001 J STREET,SACRAMENTO,CA,95819,GENERAL ACUTE CARE,38.5700612750001,-121.452468425,http://www.mercygeneral.org,134,419,0.6754231430150110,0,124.108.216.214,30,10,281.0677115715080,Yes
SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,2425 STOCKTON BLVD,SACRAMENTO,CA,95817,GENERAL ACUTE CARE,38.55296329,-121.455330044,http://www.shrinershospitalsforchildren.org/hospitals/locations/nort herncalifornia.aspx,86,80,0.7483640087649730,0,16.237.168.220,97,77,0.9543810261399500,No
ST. JOSEPH HOSPITAL - EUREKA,2700 DOLBEER STREET,EUREKA,CA,95501,GENERAL ACUTE CARE,40.7841218500001,-124.142236906,http://www.stjosepheureka.org,87,138,0.727933539193979,0,89.24.107.255,156,136,0.6885234304966430,No
HOAG HOSPITAL IRVINE,16200 SAND CANYON AVENUE,IRVINE,CA,92718,GENERAL ACUTE CARE,33.660701768,-117.772409483,http://www.hoag.org/pages/home.aspx,127,84,0.08595702456341490,1,31.159.139.238,16,-4,333.9179785122820,Yes
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,GENERAL ACUTE CARE,33.6244711150001,-117.929302005,http://www.hoag.org/pages/home.aspx,58,443,0.6019138264190010,1,59.42.71.100,47,27,18.423727832276700,Yes
KAISER FND HOSP - ORANGE CO IRVINE,6640 ALTON PARKWAY,IRVINE,CA,92618,GENERAL ACUTE CARE,33.6582356330001,-117.774927793,http://www.kaiserpermanente.org,84,174,0.30543288449727200,1,64.60.128.228,197,177,0.8859827450351920,No
ST. JOSEPH HOSPITAL - ORANGE,1100 WEST STEWART DRIVE,ORANGE,CA,92868,GENERAL ACUTE CARE,33.7814698020001,-117.864222711,http://www.sjo.org,67,457,0.42865760241291500,0,249.95.110.99,143,123,1.2262595302698500,Yes
NORTHSIDE HOSPITAL GWINNETT,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GENERAL ACUTE CARE,33.963676778,-84.0175634509999,http://www.gwinnettmedicalcenter.org,139,353,0.3595550204917160,1,96.202.25.14,193,173,1.4995008554962800,Yes
EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,GENERAL ACUTE CARE,34.06667514,-84.176628082,http://www.emoryjohnscreek.com,146,110,0.20887904816558,0,238.105.176.15,79,59,2.41124791247693,Yes
SOUTHERN CRESCENT HOSPITAL FOR SPECIALTY CARE,11 UPPER RIVERDALE ROAD SW,RIVERDALE,GA,30274,LONG TERM CARE,33.5793286960001,-84.389133799,http://www.dubuis.org/southerncrescenthospitalforspecialtycare,74,30,0.3145186148716830,1,62.48.97.170,171,151,0.7059413827834140,No
JASPER MEMORIAL HOSPITAL,898 COLLEGE STREET,MONTICELLO,GA,31064,GENERAL ACUTE CARE,33.3141925840001,-83.686482115,http://www.jaspermemorialhospital.org,89,17,0.26690496327091900,0,236.79.80.119,157,137,0.17375830506771500,No
EMORY LONG TERM CARE,450 NORTH CANDLER STREET,DECATUR,GA,30030,LONG TERM CARE,33.7774700000001,-84.2929169559999,http://www.dekalbmedical.org/locations/locations-module/dekalb-medical-downtown-decatur/,104,76,0.59632619491635,0,81.132.206.123,129,109,0.6307950307971200,No
OCHSNER MEDICAL CENTER-WEST BANK,120 OSCHNER BLVD,GRETNA,LA,70056,GENERAL ACUTE CARE,29.884312607,-90.0276060419999,http://www.ochsner.org/locations/west_bank/,101,180,0.15987549133935400,0,117.230.229.57,195,175,0.376754072200289,No
WEST CARROLL MEMORIAL HOSPITAL,706 ROSS ST,OAK GROVE,LA,71263,GENERAL ACUTE CARE,32.8682987380001,-91.382381986,wchsystems.com/,96,21,0.4984954326565040,1,77.179.66.57,171,151,0.7934563036709130,No
WK BOSSIER HEALTH CENTER,2400 HOSPITAL DR,BOSSIER CITY,LA,71111,GENERAL ACUTE CARE,32.5583302700001,-93.718205857,http://www.wkhs.com/wkb/,77,134,0.9938768969965620,1,91.53.56.177,149,129,1.3069558753356100,Yes
ACADIA-ST. LANDRY HOSPITAL,810 S BROADWAY ST,CHURCH POINT,LA,70525,GENERAL ACUTE CARE,30.3955956250001,-92.211149816,http://www.aslh.org,112,25,0.25982540766902500,0,163.146.59.252,91,71,0.407635377907117,No
OCHSNER MEDICAL CENTER-NORTH SHORE,100 MEDICAL CENTER DR,SLIDELL,LA,70461,GENERAL ACUTE CARE,30.287185687,-89.7426567799999,http://www.ochsner.org/locations/northshore,131,110,0.09385468728371930,0,225.159.38.125,182,162,0.3214662858762750,No
JENNINGS AMERICAN LEGION HOSPITAL,1634 ELTON RD,JENNINGS,LA,70546,GENERAL ACUTE CARE,30.2394413480001,-92.662935136,http://www.jalh.com,145,60,0.950953479566201,1,123.198.1.193,171,151,1.1662578458749400,Yes
ST. MARTIN HOSPITAL,210 CHAMPAGNE BLVD,BREAUX BRIDGE,LA,70517,GENERAL ACUTE CARE,30.282792091,-91.889858276,http://www.stmartinhospital.org,132,25,0.8026230638513910,0,153.17.52.178,183,163,0.4634139821496410,No
WILLIS-KNIGHTON MEDICAL CENTER,2600 GREENWOOD RD,SHREVEPORT,LA,71103,GENERAL ACUTE CARE,32.48441774,-93.779917203,http://www.wkhs.com,96,896,0.2512797924892270,1,164.49.225.54,46,26,64.24694167139250,Yes
SACRED HEART HSPTL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,GENERAL ACUTE CARE,44.7944657740001,-91.510666756,http://www.sacredhearteauclaire.org,62,344,0.4630934623853910,0,2.191.99.0,73,53,4.027915545717440,Yes
UPLAND HILLS HLTH,800 COMPASSION WAY,DODGEVILLE,WI,53533,GENERAL ACUTE CARE,42.9513239610001,-90.129462769,http://www.uplandhillshealth.org,145,25,0.5307864969921940,0,142.138.201.58,82,62,0.7369072963629030,No
RICHLAND HSPTL,333 E SECOND ST,RICHLAND CENTER,WI,53581,GENERAL ACUTE CARE,43.338702283,-90.382274339,http://www.richlandhospital.com,115,25,0.5744123857664170,1,193.216.57.53,168,148,0.8528334755713020,No
ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND INC,3200 PLEASANT VALLEY ROAD,WEST BEND,WI,53095,GENERAL ACUTE CARE,43.355758838,-88.195096963,http://www.stjosephswbclinic.com,129,70,0.5132281321126350,0,176.253.136.125,52,32,4.665793753556320,Yes
THEDACARE MEDICAL CENTER WILD ROSE COM MEM HOSPITAL INC,"601 GROVE AVE, PO BOX 243",WILD ROSE,WI,54984,GENERAL ACUTE CARE,44.183560533,-89.246059501,http://www.wildrosehospital.org,73,25,0.13678906769724100,1,244.132.235.28,101,81,0.7074739424753540,No
MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO STREET,MONTCLAIR,CA,91763,GENERAL ACUTE CARE,34.078757766,-117.695976573,http://www.montclair-hospital.org/,69,102,0.5150057228194970,0,188.189.102.64,28,8,55.24187786140980,Yes
USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BOULEVARD,GLENDALE,CA,91208,GENERAL ACUTE CARE,34.2048888570001,-118.215980012,http://uscvhh.org/,145,158,0.5750450165589930,1,240.21.40.147,19,-1,11455.787522508300,Yes
CHILDRENS HEALTHCARE OF ATLANTA AT SCOTTISH RITE,1001 JOHNSON FERRY RD,ATLANTA,GA,30342,CHILDREN,33.9060816410001,-84.353951837,http://www.choa.org/,76,319,0.032926333563152800,1,212.52.101.127,137,117,1.4019916933357400,Yes
EMORY DECATUR HOSPITAL,2701 N DECATUR ROAD,DECATUR,GA,30033,GENERAL ACUTE CARE,33.791089135,-84.2829100989999,http://www.dekalbmedical.org/,57,451,0.3518641204012300,0,84.184.108.227,80,60,3.7463487268672800,Yes
ROGERS MEMORIAL HOSPITAL BROWN DEER,4600 W SCHROEDER DRIVE,BROWN DEER,WI,53223,PSYCHIATRIC,43.1873094050001,-87.967626196,https://rogershospital.org/locations/brown-deer,107,56,0.4902260150546630,1,24.251.252.94,43,23,6.408629075580260,Yes
RIDGECREST REGIONAL HOSPITAL TRANSITIONAL CARE & REHABILITATION,1131 NO. CHINA LAKE BOULEVARD,RIDGECREST,CA,93555,REHABILITATION,35.640900451,-117.672631053,http://rrh.org/hospital-services/tcru/,97,99,0.9564707628550200,1,235.194.56.220,103,83,1.6752160752872900,Yes
MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING STREET NW,WASHINGTON,DC,20010,GENERAL ACUTE CARE,38.9296519440001,-77.015648297,http://www.whcenter.org/,105,926,0.6209660285656800,1,201.40.230.199,93,73,9.933207728112830,Yes
GEORGE WASHINGTON UNIVERSITY HOSPITAL,900 23RD STREET NW,WASHINGTON,DC,20037,GENERAL ACUTE CARE,38.901319008,-77.050636676,http://gwhospital.com/,76,339,0.32878966399875400,1,92.190.45.101,122,102,1.9025724559901500,Yes
HAYWARD AREA MEMORIAL HOSPITAL,11040 N STATE RD 77,HAYWARD,WI,54843,GENERAL ACUTE CARE,46.0347967970001,-91.485746875,http://www.hamhnh.com,57,25,0.32864272071130000,1,63.25.53.115,88,68,0.8184087305978650,No
BETHESDA HOSPITAL WEST,9655 W BOYNTON BEACH BLVD,BOYNTON BEACH,FL,33472,GENERAL ACUTE CARE,26.5297280450001,-80.199767724,http://www.bethesdawest.org/,95,401,0.7732115114274590,0,73.203.47.242,12,-8,298.00379325571400,Yes
BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,GENERAL ACUTE CARE,28.5388338240001,-82.443491598,www.bayfrontbrooksville.com,108,120,0.6164406079591880,1,35.96.164.125,64,44,4.155327741996120,Yes
96TH MEDICAL GROUP-EGLIN HOSPITAL,307 BOATNER RD,EGLIN AFB,FL,32542,MILITARY,30.4608398550001,-86.555232652,http://www.eglin.af.mil/units/eglinhospital.asp,64,-999,0.19595519271295300,0,67.199.148.217,72,52,-11.724507610744100,No
CHILDRENS HOSPITAL COLORADO SOUTH CAMPUS,1811 PLAZA DRIVE,HIGHLANDS RANCH,CO,80129,CHILDREN,39.5573325030001,-105.01001289,http://www.childrenscolorado.org/about/locations/highlands-ranch,62,16,0.6160912224197600,0,64.234.211.1,109,89,0.370663967478028,No
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,1475 W 49TH ST,HIALEAH,FL,33012,GENERAL ACUTE CARE,25.868542426,-80.312269678,http://www.psghosp.com,118,247,0.7436693926547870,0,209.115.115.142,54,34,12.978236080410400,Yes
UF HEALTH JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,FL,32209,GENERAL ACUTE CARE,30.3485052390001,-81.664274824,http://ufhealthjax.org/,67,603,0.30412446934232500,1,55.190.84.19,14,-6,561.7770622346710,Yes
LEESBURG REHABILITATION HOSPITAL,700 N PALMETTO ST,LEESBURG,FL,34748,GENERAL ACUTE CARE,28.818101859,-81.874400217,http://www.cfhalliance.org/services-rehab-acute.html,148,90,0.37385901614616400,0,5.151.171.160,123,103,0.8146983835561630,No
FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BOSTON,MA,2135,CHILDREN,42.3499728210001,-71.142631044,http://franciscanchildrens.org/,42,112,0.7790173098323230,1,246.214.141.189,81,61,1.52159680326338,Yes
AVERA HOLY FAMILY HOSPITAL,826 NORTH 8TH STREET,ESTHERVILLE,IA,51334,CRITICAL ACCESS,43.409986668,-94.8336579159999,http://www.avera-holyfamily.org,88,25,0.5704203532081840,1,73.8.25.254,188,168,0.8241840995065860,No
MERCY MEDICAL CENTER-DYERSVILLE,1111 3RD STREET SW,DYERSVILLE,IA,52040,CRITICAL ACCESS,42.475627138,-91.130535681,http://www.mercydubuque.com/mercy-dyersville,136,25,0.33999032141696500,1,97.58.124.66,56,36,1.9817235557702100,Yes
FLOYD COUNTY MEMORIAL HOSPITAL,800 11TH ST,CHARLES CITY,IA,50616,CRITICAL ACCESS,43.051454645,-92.683643714,http://www.fcmc.us.com/,136,25,0.7883548447567230,0,123.20.184.163,170,150,0.46973297793391700,No
ASPIRE HEALTH PARTNERS INC,1800 MERCY DR,ORLANDO,FL,32808,PSYCHIATRIC,28.5676328920001,-81.434244883,http://aspirehealthpartners.com/,105,90,0.564960616703889,0,146.196.154.155,69,49,2.2504103375064600,Yes
BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,PUNTA GORDA,FL,33950,GENERAL ACUTE CARE,26.9409464170001,-82.040277401,http://www.rmchealth.com,44,280,0.27913568529133100,1,194.169.137.75,33,13,37.08927198465750,Yes
ST JOSEPH'S HOSPITAL SOUTH,6901 SIMMONS LOOP,RIVERVIEW,FL,33578,GENERAL ACUTE CARE,27.787781212,-82.34510464,https://www.baycare.org/sjhs,93,114,0.41372778266611000,1,236.244.192.122,10,-10,53.71686389133310,Yes
ADVENTHEALTH WESLEY CHAPEL,2600 BRUCE B DOWNS BLVD,WESLEY CHAPEL,FL,33544,GENERAL ACUTE CARE,28.195624133,-82.351142607,https://www.floridahospital.com/wesley-chapel,78,145,0.010637789782402900,1,191.129.225.197,104,84,1.306764473122490,Yes
UNIVERSITY OF MIAMI HOSPITAL AND CLINICS,1475 NW 12TH AVE,MIAMI,FL,33136,SPECIAL,25.7882977530001,-80.215652506,http://www.uhealthsystem.com,69,40,0.88407716069559,1,151.100.51.138,64,44,1.6548484977031700,Yes
NORTH TAMPA BEHAVIORAL HEALTH,29910 SR 56,WESLEY CHAPEL,FL,33543,PSYCHIATRIC,28.2003665390001,-82.3238114179999,http://www.northtampabehavioralhealth.com/,106,126,0.7535458844880820,1,163.234.153.99,117,97,1.5865189301279800,Yes
WINTER HAVEN WOMEN'S HOSPITAL,101 AVE O SE,WINTER HAVEN,FL,33880,GENERAL ACUTE CARE,28.0089756850001,-81.7261778559999,http://www.winterhavenhospital.org/facilities/rcwi/,115,61,0.6116774236240130,0,80.238.194.193,83,63,1.1895625717263400,Yes
FORT MADISON COMMUNITY HOSPITAL,5445 AVENUE O,FORT MADISON,IA,52627,GENERAL ACUTE CARE,40.625806771,-91.384313374,http://www.fmchosp.com,42,50,0.7955122107872550,1,186.97.80.79,89,69,1.11829800835519,Yes
STORY COUNTY HOSPITAL NORTH,640 6TH STREET,NEVADA,IA,50201,GENERAL ACUTE CARE,42.017098268,-93.452764762,http://www.storymedical.org,73,17,0.7643146946900770,1,83.222.35.95,98,78,0.984146170487708,No
STORY CITY MEMORIAL HOSPITAL,812 ELM AVENUE,STORY CITY,IA,50248,GENERAL ACUTE CARE,42.1900792550001,-93.5941180569999,NOT AVAILABLE,74,25,0.656103271405649,1,219.62.129.156,52,32,1.7313719482028200,Yes
TRINITY REGIONAL HOSPITAL,802 SOUTH KENYON ROAD,FORT DODGE,IA,50501,GENERAL ACUTE CARE,42.492210175,-94.192179572,http://www.unitypoint.org/fortdodge/default.aspx,115,200,0.48205541454406000,1,73.68.95.24,112,92,2.0997233594459400,Yes
HANSEN FAMILY HOSPITAL,920 SOUTH OAK STREET,IOWA FALLS,IA,50126,CRITICAL ACCESS,42.5006957530001,-93.2606865559999,http://www.hansenfamilyhospital.com/,110,35,0.8882665971604940,1,238.161.93.28,154,134,1.0513398033697300,Yes
JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,CRITICAL ACCESS,42.1015127470001,-91.262614849,NOT AVAILABLE,138,22,0.050559198367411200,0,74.161.209.220,46,26,2.27084172936122,Yes
PELLA REGIONAL HEALTH CENTER,404 JEFFERSON STREET,PELLA,IA,50219,CRITICAL ACCESS,41.4130032400001,-92.910922564,http://www.pellahealth.org,139,25,0.7404464513505630,0,69.237.6.4,153,133,0.46844811119735700,No
SIOUX CENTER HEALTH,1101 9TH ST SE,SIOUX CENTER,IA,51250,CRITICAL ACCESS,43.0684930370001,-96.15806865,http://siouxcenterhealth.org/,88,21,0.5598848841171670,1,78.31.5.241,168,148,0.8221265180264430,No
CARIBOU MEMORIAL HOSPITAL AND LIVING CENTER,300 SOUTH THIRD WEST,SODA SPRINGS,ID,83276,GENERAL ACUTE CARE,42.6514905230001,-111.614735712,http://www.cariboumemorial.org,143,25,0.068834736252534,1,196.199.56.114,174,154,0.6097884256401820,No
ST. LUKE'S ELMORE,895 NORTH 6TH EAST,MOUNTAIN HOME,ID,83647,CRITICAL ACCESS,43.13889106,-115.693596287,https://www.stlukesonline.org/communities-and-locations/facilities/hospitals-and-medical-centers/st-lukes-elmore-medical-center,101,25,0.2960746527813840,1,97.65.59.1,117,97,0.7822173667775560,No
MERIDIAN SERVICES CORP,2401 W UNIVERSITY AVE,MUNCIE,IN,47303,PSYCHIATRIC,40.196783483,-85.414812362,http://www.meridianhs.org,120,16,0.9758487088806920,0,167.93.83.24,68,48,0.9045910211070130,No
SPAULDING HOSPITAL FOR CONTINUING MED CARE CAMBRIDGE,1575 CAMBRIDGE STREET,CAMBRIDGE,MA,2138,REHABILITATION,42.3753221040001,-71.106943456,http://spauldingrehab.org/locations/cambridge-ma/,102,180,0.8793049970731380,0,101.192.103.141,110,90,1.5729858318699000,Yes
WESTERN MASSACHUSETTS HOSPITAL,91 EAST MOUNTAIN RD,WESTFIELD,MA,1085,LONG TERM CARE,42.110369732,-72.700910118,http://www.mass.gov/eohhs/gov/departments/dph/programs/hospitals/western-massachusetts-hospital.html,143,100,0.046710395085643800,1,71.161.214.222,103,83,1.5612416832446700,Yes
ELLINWOOD DISTRICT HOSPITAL,605 N MAIN STREET,ELLINWOOD,KS,67526,CRITICAL ACCESS,38.3603282070001,-98.5806494719999,http://www.ellinwood.org,46,25,0.1396528267400330,0,119.80.72.90,35,15,2.6253819689255700,Yes
HORTON COMMUNITY HOSPITAL,240 WEST 18TH STREET,HORTON,KS,66439,CRITICAL ACCESS,39.6732742200001,-95.5304938089999,http://www.horton-hospital.com,66,25,0.40175512996607200,0,42.199.27.98,64,44,0.6270139286193990,No
KINGMAN COMMUNITY HOSPITAL,750 W AVE D,KINGMAN,KS,67068,CRITICAL ACCESS,37.6476486760001,-98.123219981,http://www.kchks.com,100,25,0.07114470091303380,0,35.146.239.26,130,110,0.13887813558048400,No
SELECT SPECIALTY HOSPITAL OF KS CITY,1731 NORTH 90TH STREET,KANSAS CITY,KS,66112,LONG TERM CARE,39.124313887,-94.786855643,http://www.selectspecialtyhospitals.com,135,40,0.9591405058179210,0,240.164.53.28,138,118,0.6734800489445830,No
STEVENS COUNTY HOSPITAL,1006 S JACKSON,HUGOTON,KS,67951,CRITICAL ACCESS,37.1711117420001,-101.349186295,http://www.healthcarefor the heartland.org,77,100,0.44917157452617900,1,49.51.62.58,86,66,1.6084241711014700,Yes
SUSAN B ALLEN MEMORIAL HOSPITAL,720 W CENTRAL ST,EL DORADO,KS,67042,GENERAL ACUTE CARE,37.8182842100001,-96.858900297,http://www.sbamh.com,68,68,0.6538853194688260,0,129.190.139.125,119,99,0.56283695623477,No
JOHNS HOPKINS HOSPITAL,600 NORTH WOLFE STREET,BALTIMORE,MD,21287,GENERAL ACUTE CARE,39.2961086980001,-76.591972219,http://www.hopkinsmedicine.org,136,951,0.8550195293779010,1,165.144.33.174,182,162,3.3916158460789800,Yes
DE QUEEN MEDICAL CENTER,1306 WEST COLLIN RAYE DRIVE,DE QUEEN,AR,71832,CRITICAL ACCESS,34.0481007920001,-94.3525828419999,http://www.dequeenhospital.com,135,35,0.7620899791339920,1,160.187.248.35,162,142,0.998209242691376,No
VALLEY BEHAVIORAL HEALTH SYSTEM,10301 MAYO ROAD,BARLING,AR,72923,PSYCHIATRIC,35.3413375270001,-94.31306819,http://www.vistahealthservices.com,138,75,0.9227986362667820,0,137.133.159.168,129,109,0.896968714648836,No
HOLY FAMILY MEMORIAL INC,"2300 WESTERN AVE, PO BOX 1450",MANITOWOC,WI,54221,GENERAL ACUTE CARE,44.0946546580001,-87.676495777,http://www.hfmhealth.org,128,167,0.28843142520463100,0,196.163.169.118,100,80,1.8142157126023200,Yes
RIVENDELL BEHAVIORAL HEALTH SERVICES,100 RIVENDELL DRIVE,BENTON,AR,72019,PSYCHIATRIC,34.613845978,-92.532931331,http://www.rivendellofarkansas.com,63,77,0.473008964891348,0,89.99.23.55,131,111,0.43336350362902000,No
ST. BERNARDS BEHAVIORAL HEALTH,2712 EAST JOHNSON AVENUE,JONESBORO,AR,72401,PSYCHIATRIC,35.8522148230001,-90.669789258,http://www.sbrmc.com/,73,60,0.008013121588417830,1,247.165.43.159,69,49,1.4161265108150300,Yes
ST. BERNARDS MEDICAL CENTER,225 EAST JACKSON AVENUE,JONESBORO,AR,72401,GENERAL ACUTE CARE,35.8364980210001,-90.702618582,http://www.sbrmc.com/,71,378,0.039547650750864300,1,145.120.212.141,49,29,16.475778581618,Yes
ASHLEY COUNTY MEDICAL CENTER,1015 UNITY ROAD,CROSSETT,AR,71635,CRITICAL ACCESS,33.138454159,-91.9387990499999,http://www.acmconline.org,97,33,0.22474685506245500,0,133.0.156.26,190,170,0.1677540503685980,No
GREAT RIVER MEDICAL CENTER,1520 NORTH DIVISION STREET,BLYTHEVILLE,AR,72315,GENERAL ACUTE CARE,35.9430199330001,-89.917311252,http://www.mchsys.org/getpage.php?name=greatriver,44,168,0.868413500058863,0,121.167.47.241,71,51,1.8551986762116700,Yes
NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,GENERAL ACUTE CARE,34.486105111,-93.0353852709999,http://www.nationalparkmedical.com,94,166,0.9198015693983380,0,76.17.25.150,142,122,0.9840878311920470,No
HOWARD YOUNG MED CTR,"240 MAPLE ST, PO BOX 470",WOODRUFF,WI,54568,GENERAL ACUTE CARE,45.8935042740001,-89.702538519,http://www.ministryhealth.org,122,99,0.2264875991662940,0,138.90.150.212,93,73,1.2464770516004100,Yes
LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,ASHDOWN,AR,71822,CRITICAL ACCESS,33.6692528180001,-94.1348520239999,http://littlerivercounty.org/index.php/component/contact/34-hospital/98-little-river-memorial-hospital,111,25,0.9509016546683910,0,115.89.184.81,194,174,0.5212792062481870,No
HSHS ST CLARE MEMORIAL HOSPITAL,855 S MAIN ST,OCONTO FALLS,WI,54154,CRITICAL ACCESS,44.865334546,-88.1276934429999,http://www.stclarememorial.org/,114,25,0.008050780145201890,1,248.234.64.23,124,104,0.6357746504276310,No
MERCY ORTHOPEDIC HOSPITAL FORT SMITH,3601 SOUTH 79TH STREET,FORT SMITH,AR,72903,GENERAL ACUTE CARE,35.347456976,-94.343453215,https://www.mercy.net/practice/mercy-orthopedic-hospital-fort-smith,140,24,0.811137891119936,1,157.165.200.14,115,95,1.0917185300475000,Yes
NORTHWEST MED CENTER,6200 N LACHOLLA BLVD,TUCSON,AZ,85741,GENERAL ACUTE CARE,32.3200039990001,-111.010122721,http://www.northwestmedicalcenter.com,107,295,0.42773187577581200,1,29.59.159.129,33,13,94.10143990238490,Yes
PARKWAY REGIONAL HOSPITAL,2000 HOLIDAY LANE,FULTON,KY,42041,GENERAL ACUTE CARE,36.51903178,-88.8956740579999,http://www.parkwayregionalhospital.com,111,70,0.21768649526161000,1,76.161.173.161,64,44,2.6155581236638600,Yes
HARDIN MEMORIAL HOSPITAL,913 N DIXIE AVENUE,ELIZABETHTOWN,KY,42701,GENERAL ACUTE CARE,37.7099441,-85.876296328,http://www.hmh.net/hmhwebsite/location.aspx?pageid=4,144,285,0.15655280946768500,1,22.210.175.87,11,-9,253.9116097380670,Yes
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHERN KENTUCKY,201 MEDICAL VILLAGE DRIVE,EDGEWOOD,KY,41017,REHABILITATION,39.0126122660001,-84.5666151949999,http://www.healthsouthkentucky.com,122,51,0.18812815624155900,0,184.20.216.64,198,178,0.19225243817632800,No
OHIO COUNTY HOSPITAL,1211 OLD MAIN ST.,HARTFORD,KY,42347,CRITICAL ACCESS,37.448466985,-86.8964476849999,http://www.ohiocountyhospital.com,134,25,0.9042188737824580,0,167.77.251.33,56,36,1.744547708496170,Yes
