NAME,ADDRESS,CITY,STATE,ZIP,TYPE,COUNTRY,LATITUDE,LONGITUDE,WEBSITE,TTL_STAFF,BEDS,TRAUMA,HELIPAD,IP Address,No of Access Points connected,Patients,Suggestive_Factor,Recommended
"LAKELAND HOSPITAL, ST JOSEPH",1234 NAPIER AVENUE,ST JOSEPH,MI,49085,GENERAL ACUTE CARE,USA,42.0882541670001,-86.478771466,http://www.lakelandhealth.org,139,215,0.548483270926444,0,139.134.171.15,65,39.0,10.0,Yes
"LAKELAND HOSPITAL, NILES",31 NORTH ST JOSEPH AVE,NILES,MI,49120,GENERAL ACUTE CARE,USA,41.8279252020001,-86.260488534,http://www.lakelandhealth.org/,114,76,0.6833310217830180,0,170.24.154.68,40,24.0,7.862498844224840,Yes
COMMUNITY HEALTH CENTER OF BRANCH COUNTY,274 E CHICAGO ST,COLDWATER,MI,49036,GENERAL ACUTE CARE,USA,41.9376100590001,-84.989688555,http://www.chcbc.com,131,96,0.2323018908832770,0,8.205.96.64,87,52.200000000000000,2.423809376762380,Yes
BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVENUE,BATTLE CREEK,MI,49017,GENERAL ACUTE CARE,USA,42.3310857540001,-85.177947492,http://www.bchealth.com,135,189,0.7874575449242620,1,223.186.46.104,154,92.4,2.387973164433800,Yes
MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,GENERAL ACUTE CARE,USA,43.006052056,-84.18167719,http://www.memorialhealthcare.org,52,107,0.7725766199269950,1,7.75.26.90,64,38.4,2.7729528064912800,Yes
HILLS & DALES GENERAL HOSPITAL,4675 HILL STREET,CASS CITY,MI,48726,GENERAL ACUTE CARE,USA,43.604180424,-83.182603925,http://www.hdghmi.org,109,25,0.6023438372153470,1,120.22.238.245,113,67.8,1.097571184190120,Yes
ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,GENERAL ACUTE CARE,USA,42.2651880330001,-83.6543299529999,http://www.stjoesannarbor.org/maple,61,513,0.37108010266423000,0,99.241.37.166,106,63.600000000000000,4.053687078744010,Yes
ST JOSEPH MERCY CHELSEA,775 S MAIN ST,CHELSEA,MI,48118,GENERAL ACUTE CARE,USA,42.310261343,-84.015833589,http://www.stjoeschelsea.org/chelsea,41,102,0.7321059873869750,0,195.160.140.248,156,93.6,0.6047254679428850,No
MCLAREN GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,GENERAL ACUTE CARE,USA,42.7037629610001,-84.554988813,http://www.irmc.org,128,322,0.5907145923570450,1,121.113.188.132,98,58.8,6.755836726045710,Yes
BEAUMONT HOSPITAL DEARBORN,18101 OAKWOOD BLVD,DEARBORN,MI,48124,GENERAL ACUTE CARE,USA,42.290326414,-83.214591893,https://www.oakwood.org/beaumont-hospital-dearborn,146,632,0.0023640951813681500,0,162.210.46.175,74,44.4,10.0,Yes
SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,GENERAL ACUTE CARE,USA,42.4191182610001,-83.182024871,http://www.sinaigrace.org,106,383,0.997903578448036,1,178.14.46.7,22,13.2,10.0,Yes
BEAUMONT HOSPITAL GROSSE POINTE,468 CADIEUX RD,GROSSE POINTE,MI,48230,GENERAL ACUTE CARE,USA,42.3843961250001,-82.9144041389999,http://www.beaumont.edu/grosse-pointe-hospital-campus,54,250,0.6905690193497710,0,0.154.149.251,76,45.600000000000000,3.5914756454089600,Yes
HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,GENERAL ACUTE CARE,USA,42.35178008,-83.0563912759999,http://www.harperhospital.org,130,470,0.02341215908020530,0,146.107.193.211,16,9.6,10.0,Yes
METRO HEALTH HOSPITAL,"5900 BYRON CENTER AVENUE, SW",WYOMING,MI,49519,GENERAL ACUTE CARE,USA,42.8578175850001,-85.71770279,http://www.metrohealth.net,121,208,0.6562871254401820,1,41.176.192.71,178,106.8,1.931399324478570,Yes
ASPIRUS IRON RIVER HOSPITAL & CLINICS,1400 W ICE LAKE ROAD,IRON RIVER,MI,49935,GENERAL ACUTE CARE,USA,46.099884095,-88.6192744849999,http://www.aspirus.org/iron-river-hospital/our-locations/961.aspx,55,25,0.05943188894632400,0,154.112.249.143,123,73.8,0.15594518779540600,No
BELL MEMORIAL HOSPITAL,901 LAKESHORE DRIVE,ISHPEMING,MI,49849,GENERAL ACUTE CARE,USA,46.504928599,-87.6848114759999,http://www.bellhospital.org,90,25,0.9867822514725300,1,196.218.37.86,193,115.8,1.0772859953972000,Yes
PROVIDENCE - PARK HOSPITAL,47601 GRAND RIVER AVE,NOVI,MI,48374,GENERAL ACUTE CARE,USA,42.488660028,-83.519245811,http://www.stjohnprovidence.org/providence-providence-park/novi,68,244,0.14627265283683300,0,197.1.186.252,135,81.0,1.3375777225470600,Yes
KINDRED HOSPITAL DETROIT,4777 E OUTER DRIVE,DETROIT,MI,48234,LONG TERM CARE,USA,42.442244456,-83.019775209,http://www.kindreddetroit.com/,124,77,0.0762381450805728,1,200.242.67.152,110,66.0,1.6340786684998800,Yes
NORTH SHORE HEALTH,515 - 5TH AVE W,GRAND MARAIS,MN,55604,CRITICAL ACCESS,USA,47.7564806450001,-90.3414267859999,http://www.northshorehealthcarefoundation.org/,62,16,0.6679537721065420,1,168.208.162.98,63,37.8,1.1811116247224000,Yes
MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE,PETOSKEY,MI,49770,GENERAL ACUTE CARE,USA,45.372753543,-84.970119933,http://www.northernhealth.org,135,178,0.7764437033519420,0,80.155.16.227,152,91.20000000000000,1.832776907077630,Yes
TRACE REGIONAL HOSPITAL,1002 EAST MADISON STREET,HOUSTON,MS,38851,GENERAL ACUTE CARE,USA,33.8942266010001,-88.985327587,http://www.traceregional.com,140,84,0.8142771286259140,1,14.177.250.218,127,76.20000000000000,1.9198072563170100,Yes
ALBANY AREA HOSPITAL & MED CTR,300 THIRD AVENUE,ALBANY,MN,56307,GENERAL ACUTE CARE,USA,45.6387620670001,-94.566884893,http://www.albanyareahospital.com,82,17,0.9527949880362110,0,241.92.30.92,92,55.200000000000000,0.7051440808696070,No
DEER RIVER HEALTH CARE CENTER,115 10TH AVENUE NORTHEAST,DEER RIVER,MN,56636,CRITICAL ACCESS,USA,47.3441056130001,-93.791110878,https://www.essentiahealth.org/find-facility/profile/essentia-health-deer-river/?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,134,22,0.32667085833715400,1,208.181.220.198,170,102.0,0.8050117075230560,No
ALOMERE HEALTH,111 17TH AVENUE EAST,ALEXANDRIA,MN,56308,GENERAL ACUTE CARE,USA,45.873891137,-95.376879242,http://www.dchospital.com,51,127,0.9562135889902370,1,73.85.124.7,127,76.20000000000000,1.5358495766473500,Yes
HEALTHEAST BETHESDA HOSPITAL,559 CAPITOL BOULEVARD,ST PAUL,MN,55103,GENERAL ACUTE CARE,USA,44.9584328620001,-93.102843025,https://www.fairview.org/locations/bethesda-hospital,109,254,0.8266731397904960,0,156.196.252.193,146,87.6,2.2172762292017700,Yes
HEALTHEAST ST JOHNS HOSPITAL,1575 BEAM AVENUE,ST PAUL,MN,55109,GENERAL ACUTE CARE,USA,45.0291120530001,-93.033933528,http://www.healtheast.org/st-johns-hospital/about/about.html,142,192,0.7882386327326580,1,80.75.149.216,56,33.600000000000000,10.0,Yes
LAKESIDE MEDICAL CENTER,129 EAST SIXTH AVENUE,PINE CITY,MN,55063,GENERAL ACUTE CARE,USA,45.8237570840001,-92.964375309,http://www.lmc-pcac.com,135,10,0.09094919108218590,1,79.115.14.247,61,36.600000000000000,1.0493713974760600,Yes
NORTH VALLEY HEALTH CENTER,300 WEST GOOD SAMARITAN DRIVE,WARREN,MN,56762,CRITICAL ACCESS,USA,48.1912760370001,-96.772923912,http://www.northvalleyhealth.org/,148,12,0.3118071564000600,1,89.151.152.172,63,37.8,1.2773867393657300,Yes
SANFORD MED CTR THIEF RVR FALL,3001 SANFORD PARKWAY,THIEF RIVER FALLS,MN,56701,CRITICAL ACCESS,USA,48.1025376160001,-96.1836323969999,http://www.sanfordhealth.org/locations/sanford-thief-river-falls-medical-center,99,26,0.1834203904997500,0,219.44.200.80,73,43.8,0.762567767026944,No
SANFORD WORTHINGTON MEDICAL CE,1018 SIXTH AVENUE,WORTHINGTON,MN,56187,GENERAL ACUTE CARE,USA,43.622444412,-95.598472196,http://www.sanfordregionalworthington.org,115,48,0.8058862361141240,0,254.118.195.160,181,108.6,0.6369612086729370,No
WINDOM AREA HOSPITAL,2150 HOSPITAL DRIVE,WINDOM,MN,56101,CRITICAL ACCESS,USA,43.8791024070001,-95.113311225,http://www.windomareahospital.com,84,18,0.022322615008437900,0,99.68.170.242,155,93.0,0.09857025651566540,No
MERCY HOSPITAL JOPLIN,2817 ST. JOHN'S BLVD,JOPLIN,MO,64801,GENERAL ACUTE CARE,USA,37.056626217,-94.527236386,http://www.stj.com,126,341,0.6905783107504810,0,66.196.173.177,179,107.40000000000000,2.2077466317336600,Yes
KINDRED HOSPITAL - KANSAS CITY,8701 TROOST AVENUE,KANSAS CITY,MO,64131,GENERAL ACUTE CARE,USA,38.9682046240001,-94.574371452,http://www.kindredhospitalkc.com,102,167,0.06390805434353510,0,101.235.65.48,151,90.6,1.0695547171999800,Yes
TWO RIVERS BEHAVIORAL HEALTH SYSTEM,5121 RAYTOWN ROAD,KANSAS CITY,MO,64133,PSYCHIATRIC,USA,39.0297870840001,-94.467614498,http://www.tworivershospital.com,46,105,0.21948695403108400,0,156.244.215.232,163,97.8,0.36223071151188500,No
HEARTLAND BEHAVIORAL HEALTH SERVICES,1500 WEST ASHLAND,NEVADA,MO,64772,PSYCHIATRIC,USA,37.8459651640001,-94.3758348979999,http://www.heartlandbehavioral.com,62,69,0.7951826513220830,0,228.103.107.47,124,74.4,0.7840160568438370,No
LONG TERM ACUTE CARE HOSPITAL MOSAIC LIFE CARE AT ST. JOSEPH,5325 FARAON STREET,ST. JOSEPH,MO,64506,LONG TERM CARE,USA,39.77235362,-94.770597718,https://www.mymosaiclifecare.org/general/long-term-acute-care-hospital/,70,41,0.617724171682936,0,131.159.73.57,134,80.4,0.5308553533348470,No
MERCY HOSPITAL ST. LOUIS,615 SOUTH NEW BALLAS ROAD,ST. LOUIS,MO,63128,GENERAL ACUTE CARE,USA,38.6456311470001,-90.446253376,http://www.mercy.net/stlouismo,104,859,0.34717511991744,1,19.6.28.187,83,49.8,10.0,Yes
MERCY HOSPITAL SPRINGFIELD,1235 EAST CHEROKEE STREET,SPRINGFIELD,MO,65804,GENERAL ACUTE CARE,USA,37.1789823730001,-93.275275993,https://www.mercy.net/practice/mercy-hospital-springfield/,128,866,0.4043594475170080,0,63.236.6.179,80,48.0,10.0,Yes
VA MEDICAL CENTER - JEFFERSON BARRACKS DIVISION,1 JEFFERSON BARRACKS DR,ST. LOUIS,MO,63125,MILITARY,USA,38.494429498,-90.2835576539999,http://www.stlouis.va.gov/,59,355,0.803445610371878,1,138.205.86.55,148,88.8,2.2298034195841200,Yes
GOLDEN VALLEY MEMORIAL HOSPITAL,1600 NORTH SECOND STREET,CLINTON,MO,64735,GENERAL ACUTE CARE,USA,38.3896789250001,-93.768801003,http://www.gvmh.org,56,56,0.6861135765067310,0,62.159.69.89,90,54.0,0.8807796963466440,No
SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,GENERAL ACUTE CARE,USA,41.975351554,-87.69946587,http://www.schosp.org,55,279,0.798267271173557,0,10.47.9.246,23,13.800000000000000,10.0,Yes
PINNACLE REGIONAL HOSPITAL,17651 B. HIGHWAY,BOONVILLE,MO,65233,GENERAL ACUTE CARE,USA,38.944158513,-92.740723072,http://www.coopercountymemorialhospital.org/,111,70,0.5926198959745040,0,75.178.131.52,53,31.800000000000000,4.138127914048720,Yes
SSM HEALTH DEPAUL HEALTH CENTER,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,GENERAL ACUTE CARE,USA,38.7505565430001,-90.433742501,https://www.ssmhealth.com/locations/depaul-hospital-st-louis,118,507,0.25077828816161200,1,248.207.52.72,146,87.6,4.523478216452110,Yes
HAWTHORN CHILDREN'S PSYCHIATRIC HOSPITAL,1901 PENNSYLVANIA AVENUE,ST. LOUIS,MO,63133,PSYCHIATRIC,USA,38.686704838,-90.313988074,http://www.dmh.mo.gov/hcph/,128,24,0.8068656083363990,1,227.67.96.29,48,28.800000000000000,2.7552846560200500,Yes
VERDE VALLEY MEDICAL CENTER - SEDONA CAMPUS,3700 W HWY 89A,SEDONA,AZ,86336,GENERAL ACUTE CARE,USA,34.855954909,-111.823479428,https://www.nahealth.com/emergency-department/emergencies-sedona,65,-999,0.7809355090192240,1,209.207.107.205,50,30.0,0.0,No
SIGNATURE PSYCHIATRIC HOSPITAL,2900 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,61446,PSYCHIATRIC,USA,39.151348007,-94.551827864,http://www.signaturepsychiatrichospitalkc.com/new-psychiatric-hospital-kansas-city/,89,24,0.4036136426535670,0,65.237.84.71,196,117.6,0.27903158878478700,No
BILLINGS CLINIC,2800 10TH AVE N,BILLINGS,MT,59101,GENERAL ACUTE CARE,USA,45.789496947,-108.513452369,http://www.billingsclinic.com,139,304,0.7042535158420940,0,246.147.247.214,100,60.0,6.221015646809940,Yes
BAYHEALTH HOSPITAL SUSSEX CAMPUS,100 WELLNESS WAY,MILFORD,DE,19963,GENERAL ACUTE CARE,USA,38.8869,-75.391695,https://www.bayhealth.org/bayhealth-hospital-sussex-campus,120,128,0.21516230885872400,1,18.75.40.33,177,106.2,1.2885263915366200,Yes
BAPTIST MEDICAL CENTER YAZOO,823 GRAND AVENUE,YAZOO CITY,MS,39194,CRITICAL ACCESS,USA,32.8588946990001,-90.404259412,http://mbhs.org/locations/baptist-medical-center-yazoo/,54,25,0.4622512176216830,1,182.252.96.132,174,104.40000000000000,0.7930558505865060,No
FRANKLIN COUNTY MEMORIAL HOSPITAL,40 UNION CHURCH ROAD,MEADVILLE,MS,39653,CRITICAL ACCESS,USA,31.47318095,-90.884405516,http://www.fcmh.net,114,25,0.6410271468701030,1,25.52.39.210,105,63.0,1.179546075324700,Yes
TRIPLER ARMY MEDICAL CENTER,1 JARRETT WHITE RD,HONOLULU,HI,96859,MILITARY,USA,21.3596493430001,-157.890272996,NOT AVAILABLE,75,450,0.10563459260918100,0,187.97.107.109,54,32.4,10.0,Yes
INDIANHEAD MED CTR,113 4TH AVE,SHELL LAKE,WI,54871,GENERAL ACUTE CARE,USA,45.7423517460001,-91.9263985649999,http://www.indianheadmedicalcenter.com,130,25,0.41125747117332100,1,53.163.8.8,19,11.400000000000000,10.0,Yes
LADD MEMORIAL HOSPITAL,2600 65TH AVENUE,OSCEOLA,WI,54020,CRITICAL ACCESS,USA,45.3018607930001,-92.700607282,https://www.myomc.org,61,23,0.46093416688206100,0,4.3.89.84,166,99.6,0.30118166868965500,No
LAKEVIEW SPECIALTY HOSPITAL & REHAB CENTER,1701 SHARP RD,WATERFORD,WI,53185,LONG TERM CARE,USA,42.737756303,-88.167979725,http://www.lakeviewsystem.com,83,39,0.2150484090079370,0,255.35.11.116,47,28.2,2.1427588506485300,Yes
LIBERTAS GREEN BAY,1701 DOUSMAN ST,GREEN BAY,WI,54303,GENERAL ACUTE CARE,USA,44.534157808,-88.06427708,www.libertascenter.org/,108,24,0.8675210012575620,0,207.17.168.108,65,39.0,1.2858315065459400,Yes
MARSHFEILD MEDICAL CENTER,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,GENERAL ACUTE CARE,USA,44.677262097,-90.1787418009999,http://www.stjosephs-marshfield.org,95,504,0.15358281719624100,1,141.207.14.218,85,51.0,9.780943657733070,Yes
MARSHFIELD MED CENTER - RICE LAKE,1700 WEST STOUT STREET,RICE LAKE,WI,54868,GENERAL ACUTE CARE,USA,45.506461217,-91.7591282079999,http://www.lakeviewmedical.com,93,40,0.9557030637909580,1,235.115.121.51,154,92.4,1.195707269231740,Yes
GREENWOOD LEFLORE HOSPITAL,1401 RIVER ROAD,GREENWOOD,MS,38935,GENERAL ACUTE CARE,USA,33.517809196,-90.1991596249999,http://www.glh.org,84,208,0.02541246349602130,1,64.194.152.110,81,48.6,4.211329409109190,Yes
FIELDSTONE CENTER,165 N. WASHINGTON AVE.,BATTLE CREEK,MI,49016,PSYCHIATRIC,USA,42.329751974,-85.1917639979999,https://www.bronsonhealth.com/locations/locations-profile/?id=91&utm_source=local&utm_medium=organic&utm_campaign=gmb,79,-999,0.7682874948956210,1,248.65.227.111,80,48.0,0.0,No
BROADWATER HEALTH CENTER,110 N OAK,TOWNSEND,MT,59644,CRITICAL ACCESS,USA,46.3218649190001,-111.516003312,http://www.broadwaterhealthcenter.com,130,44,0.2233883243461980,1,196.180.233.81,183,109.8,0.8489196524667610,No
ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,300 SOUTH WASHINGTON AVENUE,GREENVILLE,MS,38701,LONG TERM CARE,USA,33.403465634,-91.050898145,http://www.ahmgt.com/,113,39,0.9844253098947270,1,185.170.170.190,136,81.6,1.3231400626751600,Yes
CHOCTAW REGIONAL MEDICAL CENTER,8613 MS HIGHWAY 12,ACKERMAN,MS,39735,CRITICAL ACCESS,USA,33.3199442700001,-89.182683341,http://www.choctawregional.com/,146,25,0.9181945134990030,1,33.170.171.108,173,103.8,1.1284796097998700,Yes
FIELD MEMORIAL COMMUNITY HOSPITAL,178 HIGHWAY 24E,CENTREVILLE,MS,39631,CRITICAL ACCESS,USA,31.0820992930001,-91.0588784,http://fhsms.org/,48,25,0.8636889827321620,1,23.102.70.62,13,7.8,10.0,Yes
HIGHLAND COMMUNITY HOSPITAL,130 HIGHLANDS PARKWAY,PICAYUNE,MS,39466,GENERAL ACUTE CARE,USA,30.550062806,-89.665131688,http://www.forresthealth.org/our-locations/highland-community-hospital/,51,60,0.007689597637590030,0,239.208.61.138,45,27.0,2.1026102309175600,Yes
NOVANT HEALTH PRESPYTERIAN MEDICAL CENTER,200 HAWTHORNE LANE,CHARLOTTE,NC,28233,GENERAL ACUTE CARE,USA,35.2118381920001,-80.8241644409999,https://www.novanthealth.org/presbyterian-medical-center.aspx,150,661,0.2867862818037450,0,55.114.33.144,111,66.6,10.0,Yes
VIDANT BEAUFORT HOSPITAL,628 EAST TWELFTH ST,WASHINGTON,NC,27889,GENERAL ACUTE CARE,USA,35.549221908,-77.037838049,https://www.vidanthealth.com/beaufort/,87,142,0.4719056907571070,1,66.154.50.60,185,111.0,1.2372920223934100,Yes
"VALDESE GENERAL HOSPITAL, INC.",720 MALCOLM BOULEVARD,VALDESE,NC,28690,GENERAL ACUTE CARE,USA,35.748123859,-81.5234199179999,http://www.blueridgehealth.org,105,131,0.31048027110024300,0,236.220.198.17,85,51.0,2.7994154527358200,Yes
VIDANTE EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,GENERAL ACUTE CARE,USA,35.9210314060001,-77.555915619,https://www.vidanthealth.com/edgecombe/,149,117,0.5482971998663420,0,149.64.67.202,136,81.6,1.5832154251926900,Yes
ATRIUM HEALTH UNIVERSITY,8800 NORTH TRYON STREET,CHARLOTTE,NC,28256,GENERAL ACUTE CARE,USA,35.306757427,-80.7470479419999,https://www.carolinashealthcare.org/locations/carolinas-healthcare-system-university,127,100,0.719694482306214,0,54.102.116.22,15,9.0,10.0,Yes
BETSY JOHNSON HOSPITAL,800 TILGHMAN DR,DUNN,NC,28335,GENERAL ACUTE CARE,USA,35.3070327360001,-78.63466618,http://www.bjrh.org/,122,151,0.17603774318158700,1,45.153.92.43,36,21.6,10.0,Yes
HALIFAX REGIONAL MEDICAL CENTER,250 SMITH CHURCH ROAD,ROANOKE RAPIDS,NC,27870,GENERAL ACUTE CARE,USA,36.4320062090001,-77.646414115,http://www.halifaxmedicalcenter.org,134,206,0.18287139064309300,1,122.96.234.74,36,21.6,10.0,Yes
DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST ROAD,RALEIGH,NC,27611,GENERAL ACUTE CARE,USA,35.828532571,-78.618125956,http://www.dukehealthraleigh.org,59,186,0.2549785071469100,1,109.140.44.58,179,107.40000000000000,1.1031818557602400,Yes
CARTERET GENERAL HOSPITAL,3500 ARENDELL STREET,MOREHEAD CITY,NC,28557,GENERAL ACUTE CARE,USA,34.7262094980001,-76.755041171,http://www.ccgh.org,51,135,0.6424481114019220,0,230.91.133.190,191,114.6,0.5833468045291180,No
FRYE REGIONAL MEDICAL CENTER,420 NORTH CENTER ST,HICKORY,NC,28601,GENERAL ACUTE CARE,USA,35.737346474,-81.337270844,http://www.fryemedctr.com,104,355,0.49851064616681400,1,54.145.153.35,66,39.600000000000000,10.0,Yes
WAKEMED CARY HOSPITAL,1900 KILDAIRE FARM RD.,CARY,NC,27511,GENERAL ACUTE CARE,USA,35.740224051,-78.781456307,http://www.wakemed.org/subhome.cfm?id=54,80,150,0.1263694323005950,0,206.240.160.76,28,16.800000000000000,10.0,Yes
"RUTHERFORD HOSPITAL, INC.",288 SOUTH RIDGECREST AVE.,RUTHERFORDTON,NC,28139,GENERAL ACUTE CARE,USA,35.36235121,-81.96559595,http://www.rutherfordhosp.org,109,143,0.6801415178269710,1,131.249.236.181,37,22.2,10.0,Yes
SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN STREET,CLINTON,NC,28329,GENERAL ACUTE CARE,USA,35.0071833010001,-78.324487667,http://www.sampsonrmc.org,77,146,0.4948806515937180,0,13.3.167.175,132,79.20000000000000,1.1435542427441100,Yes
CALDWELL MEMORIAL HOSPITAL,321 MULBERRY STREET SW,LENOIR,NC,28645,GENERAL ACUTE CARE,USA,35.910606527,-81.535161385,http://www.caldwell-mem.org,76,110,0.8974762593738670,1,201.234.65.134,26,15.6,10.0,Yes
DAVIE COUNTY HOSPITAL,223 HOSPITAL STREET,MOCKSVILLE,NC,27028,GENERAL ACUTE CARE,USA,35.899376197,-80.5717914159999,http://www.daviehospital.org,46,81,0.5722912923835120,0,70.213.177.240,41,24.600000000000000,3.364670333877660,Yes
HIGHSMITH-RAINEY MEMORIAL HOSPITAL,150 ROBESON STREET,FAYETTEVILLE,NC,28301,GENERAL ACUTE CARE,USA,35.0543031650001,-78.888154299,http://www.capefearvalley.com/hospitals/hrsh.html,121,66,0.4403862891482140,1,44.72.89.167,15,9.0,10.0,Yes
LEXINGTON MEMORIAL HOSPITAL,250 HOSPITAL DRIVE,LEXINGTON,NC,27293,GENERAL ACUTE CARE,USA,35.8061501510001,-80.2867354159999,http://lexington.wakehealth.edu/,79,94,0.9923221286333820,0,184.222.142.39,21,12.6,10.0,Yes
CAROLINA EAST HEALTH SYSTEM,2000 NEUSE BLVD,NEW BERN,NC,28561,GENERAL ACUTE CARE,USA,35.113401928,-77.065942892,http://www.carolinaeasthealth.com/,100,350,0.0993250226664073,1,159.3.210.121,13,7.8,10.0,Yes
ATRIUM HEALTH STANLY,301 YADKIN STREET,ALBEMARLE,NC,28002,GENERAL ACUTE CARE,USA,35.3644431970001,-80.1948226649999,http://www.stanly.org,139,109,0.5039412420186380,1,143.171.102.81,187,112.2,1.3537337699571200,Yes
GARRISON MEMORIAL HOSPITAL,407 3RD AVE SE,GARRISON,ND,58540,CRITICAL ACCESS,USA,47.648403477,-101.411039574,http://www.garrisonmh.com,45,22,0.9889062796115930,0,78.62.141.193,157,94.20000000000000,0.5502363358786600,No
CHI ST ALEXIUS HEALTH TURTLE LAKE,220 5TH AVE W,TURTLE LAKE,ND,58575,CRITICAL ACCESS,USA,47.518215517,-100.894448091,http://www.wrtc.com/cullum/hospital,95,25,0.1391631529296090,0,27.10.255.84,93,55.8,0.4509679923638810,No
ALTRU REHABILITATION CENTER,1300 S COLUMBIA RD,GRAND FORKS,ND,58206,REHABILITATION,USA,47.9095437650001,-97.069733393,www.altru.org/,102,257,0.973209731885834,0,24.138.163.111,174,104.40000000000000,1.6891525384668100,Yes
ST LUKE'S HOSPITAL,702 1ST ST SW,CROSBY,ND,58730,CRITICAL ACCESS,USA,48.906692961,-103.299034692,http://www.dcstlukes.org/,71,15,0.27342277977508700,0,229.44.228.99,58,34.8,0.5764161064947570,No
FIRST CARE HEALTH CENTER,115 VIVIAN ST,PARK RIVER,ND,58270,CRITICAL ACCESS,USA,48.3995775760001,-97.744143803,http://www.firstcarehc.com,59,14,0.1451653433448220,1,164.117.204.146,60,36.0,0.8912555111785840,No
NELSON COUNTY HEALTH SYSTEM,200 N MAIN ST,MCVILLE,ND,58254,CRITICAL ACCESS,USA,47.765642664,-98.177749573,http://www.nelsoncountyhealthsystem.org,137,19,0.9060057051779240,1,148.50.169.192,172,103.2,1.0752066714700400,Yes
RAULERSON HOSPITAL,1796 HWY 441 NORTH,OKEECHOBEE,FL,34972,GENERAL ACUTE CARE,USA,27.2602680250001,-80.8286949769999,http://www.raulersonhospital.com,44,100,0.2199684525228290,0,254.222.193.177,123,73.8,0.5139178048925940,No
ADVENTHEALTH APOPKA,201 N PARK AVE,APOPKA,FL,32703,GENERAL ACUTE CARE,USA,28.680891758,-81.508075864,https://www.floridahospital.com/apopka,91,120,0.5026085911768210,1,193.122.164.174,178,106.8,1.2299896467646100,Yes
ADAMS COUNTY REGIONAL MEDICAL CENTER,230 MEDICAL CENTER DRIVE,SEAMAN,OH,45679,CRITICAL ACCESS,USA,38.93411952,-83.584596968,http://www.acrmc.com,108,25,0.22751819916809600,1,18.229.159.200,143,85.8,0.7971421500999660,No
ORLANDO VETERANS AFFAIRS MEDICAL CENTER,5201 RAYMOND STREET,ORLANDO,FL,32803,MILITARY,USA,28.580359705,-81.3217761399999,http://www.orlando.va.gov/,101,-999,0.2549316856938410,1,42.25.151.75,191,114.6,0.0,No
ADVENTHEALTH CELEBRATION,400 CELEBRATION PLACE,CELEBRATION,FL,34747,GENERAL ACUTE CARE,USA,28.3281284820001,-81.5408529329999,https://www.floridahospital.com/celebration-health,95,237,0.7483120855326620,0,156.52.0.200,154,92.4,1.6927103239829500,Yes
OSCEOLA REGIONAL MEDICAL CENTER,700 W OAK ST,KISSIMMEE,FL,34741,GENERAL ACUTE CARE,USA,28.29968039,-81.40919031,http://www.osceolaregional.com,143,396,0.972156553906012,1,251.141.129.46,197,118.20000000000000,3.0126700469032800,Yes
